"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 8/20/2013)","Feeder IRN","School Type","Limited English Proficiency","Read 3rd grade 2012-13 % proficient or above","Math 3rd grade 2012-13 % proficient or above","Read 4th Grade 2012-13 % proficient or above","Math 4th Grade 2012-13 % proficient or above","Read 5th grade 2012-13 % proficient or above","Math 5th grade 2012-13 % proficient or above","Science 5th grade 2012-13 % proficient or above","Read 6th Grade 2012-13 % proficient or above","Math 6th Grade 2012-13 % proficient or above","Read 7th Grade 2012-13 % proficient or above","Math 7th Grade 2012-13 % proficient or above","Read 8th Grade 2012-13 % proficient or above","Math 8th Grade 2012-13 % proficient or above","Science 8th grade 2012-13 % proficient or above","Read OGT 2012-13 % proficient or above","Math OGT 2012-13 % proficient or above","Write OGT 2012-13 % proficient or above","Social Studies OGT 2012-13 % proficient or above","Science OGT 2012-13 % proficient or above","Read 11th grade 2012-13 % at or above proficient","Math 11th grade 2012-13 % at or above proficient","Write 11th grade 2012-13 % at or above proficient","Social Studies 11th grade 2012-13 % at or above proficient","Science 11th grade 2012-13 % at or above proficient","Attendance rate 2012-13","	2012 4-Year Longitudinal Graduation Rate - Class of 2012","	2012 5-Year Longitudinal Graduation Rate - Class of 2011","Enrollment","% of total enrollment"
"009971","Ashland County Community Academy","050526","Tri-County ESC","Ashland","Region 7","Open","******","Community School Conversion","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"009972","Sandy Valley Middle School","049940","Sandy Valley Local","Stark","Region 9","Open","033563","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"009985","Edison Elementary School","045104","Willoughby-Eastlake City","Lake","Region 4","Open","041509","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","33","4.5"
"009990","Horizon Science Academy Elementary School","009990","Horizon Science Academy Elementary School","Franklin","Region 11","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","32","6.5"
"009996","Mahoning County High School","009996","Mahoning County High School","Mahoning","Region 5","Open","","Dropout Recovery","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"009997","KIPP:  Journey Academy","009997","KIPP:  Journey Academy","Franklin","Region 11","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010002","Shawnee Elementary","044131","Huron City Schools","Erie","Region 2","Open","064287","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010004","Anna Marie Ayers Elementary School","044347","Martins Ferry City","Belmont","Region 12","Open","010314","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010005","Horizon Science Academy Cleveland Elementary School","010005","Horizon Science Academy Cleveland Elementary School","Cuyahoga","Region 3","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010006","Knight Academy","010006","Knight Academy","Lucas","Region 1","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010007","Horizon Science Academy Denison Elementary School","010007","Horizon Science Academy Denison Elementary School","Cuyahoga","Region 3","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","15","7.3"
"010025","Edison Primary School North","043505","Ashland City","Ashland","Region 7","Open","025395","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010033","Edison PreK-8 School","043844","Dayton City","Montgomery","Region 10","Open","006841","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010036","Cesar Chavez College Preparatory School","010036","Cesar Chavez College Preparatory School","Franklin","Region 11","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","18","39.1"
"010041","Edison High School","046789","Edison Local (formerly Berlin-Milan)","Erie","Region 2","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010058","Edison Middle School","049924","Perry Local","Stark","Region 9","Open","029702","Junior High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010074","Niles Middle School","044495","Niles City","Trumbull","Region 5","Open","023838","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010082","Elida Middle School","045773","Elida Local","Allen","Region 6","Open","010199","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010090","Edon High School","050625","Edon-Northwest Local","Williams","Region 1","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010108","Edon Elementary School","050625","Edon-Northwest Local","Williams","Region 1","Open","010090","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010132","Edwards Middle School","043661","Brunswick City","Medina","Region 8","Open","003970","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010134","New Miami Middle School","046136","New Miami Local","Butler","Region 13","Open","026872","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010140","Eisenhower Middle School","044602","Oregon City","Lucas","Region 1","Closed","011429","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010157","Elda Elementary School","046144","Ross Local","Butler","Region 13","Open","032748","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010158","Mansfield Spanish Immersion School","044297","Mansfield City","Richland","Region 7","Open","003624","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010162","Freedom Trail Elementary","046763","Olentangy Local","Delaware","Region 11","Open","146860","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","14","2.3"
"010163","Cheshire Elementary","046763","Olentangy Local","Delaware","Region 11","Open","043281","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010164","Heritage Elementary School","046763","Olentangy Local","Delaware","Region 11","Open","043281","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010166","Berkshire Middle School","046763","Olentangy Local","Delaware","Region 11","Open","009286","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","14","1.7"
"010173","Elgin High School","048413","Elgin Local","Marion","Region 7","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010180","Mount Auburn International Academy","010180","Mount Auburn International Academy","Hamilton","Region 13","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010182","Performance Academy Eastland","010182","Performance Academy Eastland","Franklin","Region 11","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","19","7.7"
"010194","Frontier Middle School","050492","Frontier Local","Washington","Region 16","Open","012567","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010196","Northridge Intermediate","048033","Northridge Local","Licking","Region 11","Open","113175","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010197","Northridge Primary","048033","Northridge Local","Licking","Region 11","Open","010196","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010198","Midview East Elementary School","048173","Midview Local","Lorain","Region 2","Open","024604","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010199","Elida High School","045773","Elida Local","Allen","Region 6","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010200","MC^2 STEM High School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","******","STEM School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010201","Design Lab @ Jane Addams","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010205","L. Hollingworth School for Talented and Gifted","010205","L. Hollingworth School for Talented and Gifted","Lucas","Region 1","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","37","18.6"
"010207","Miami East Elementary","048629","Miami East Local","Miami","Region 10","Open","024364","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010208","Credit Recovery Academy","044263","Lorain City","Lorain","Region 2","Open","******","Ungraded","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010215","Elizabeth Price Elementary School","043836","Cuyahoga Falls City","Summit","Region 8","Open","042762","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"010216","Canton City Digital Academy","043711","Canton City","Stark","Region 9","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
